Année,Numéro,Département,Code INSEE,Nom de la commune,Date de première alerte,Surface parcourue (m2),Surface forêt (m2),Surface maquis garrigues (m2),Autres surfaces naturelles hors forêt (m2),Surfaces agricoles (m2),Autres surfaces (m2),Surface autres terres boisées (m2),Surfaces non boisées naturelles (m2),Surfaces non boisées artificialisées (m2),Surfaces non boisées (m2),Précision des surfaces,Type de peuplement,Décès ou bâtiments touchés,Nombre de décès,Nombre de bâtiments totalement détruits,Nombre de bâtiments partiellement détruits,Précision de la donnée,Nature,Malveillant,algorithme,random_forest_confidence,gradient_boosting_confidence
2022,21003,11,11164,Ginestas,12/4/22 15:25,5400,,,,,,,,,,,,,,,,,Involontaire (travaux),0,0.042253521,0.3136704201534329,0.2455564482412517
2022,18272,2A,2A278,Serra-di-Scopamène,8/11/22 15:31,5,,5,,,,,,,,,1,,,,,,Accidentelle,0,0.076923077,0.32443051126411027,0.1928364706034992
2022,9387,16,16372,Souffrignac,7/12/22 12:05,40000,10000,,,30000,,,,,,Estimées,,Non,,,,,Accidentelle,0,0.031746032,0.3032726797175264,0.2167109858297782
2024,19343,15,15082,Junhac,4/8/24 19:30,80000,30000,,50000,0,0,,,,,Estimées,,Non,,,,,Involontaire (travaux),0,0.171875,0.3019299530783214,0.2167109858297782
2022,17316,34,34036,Le Bosc,7/26/22 3:14,834,,834,,,,,,,,,1,,,,,,Malveillance,1,0.869565217,0.36309427147746964,0.46716847005588513
2023,13118,74,74279,Thollon-les-Mémises,8/4/23 17:35,60,60,,0,0,0,,,,,Estimées,,Non,,,,,Accidentelle,0,0.234375,0.29774111304887313,0.17753705375686643
2024,28853,7,7144,Loubaresse,3/21/24 15:38,60000,0,60000,0,0,0,,,,,Estimées,5,Non,,,,,Involontaire (travaux),0,0.030120482,0.31490475140545904,0.24518354128000344
2022,18975,13,13025,Châteauneuf-le-Rouge,9/8/22 18:05,100,100,,,,,,,,,,1,,,,,,Accidentelle,0,0.170212766,0.3104718634600625,0.21493347066694746
2023,19814,33,33236,Lège-Cap-Ferret,2/26/23 9:37,1,1,,0,0,0,,,,,Estimées,,Non,0,0,0,,Malveillance,1,0.135135135,0.23098864661243695,0.14979845532775427
2023,5523,2B,2B185,Oletta,7/21/23 19:37,1000,0,1000,0,0,0,,,,,Estimées,,Non,,,,,Malveillance,1,0.64,0.4326710811439511,0.7870020325795886
2022,21764,4,4090,Le Fugeret,1/16/22 13:23,221200,221200,,,,,,,,,,5,,,,,,Involontaire (travaux),0,0.174311927,0.3030601672542049,0.14597731413109927
2023,21349,83,83002,Aiguines,1/7/23 15:09,100000,0,100000,0,0,0,,,,,Estimées,,Non,0,0,0,Données partielles ou non valides,Accidentelle,0,0.317757009,0.25174714266836856,0.2025415492891806
2022,20272,66,66042,Cassagnes,10/4/22 19:23,100,,100,,,,,,,,,1,,,,,,Malveillance,1,0.701754386,0.3483162033178698,0.40422832226837885
2024,22784,66,66207,Terrats,8/26/24 22:25,500,0,500,0,0,0,,,,,Estimées,,Non,,,,,Malveillance,1,0.227272727,0.31101396502371464,0.4278636304322265
2024,24897,11,11441,Vinassan,9/11/24 21:03,950,950,0,0,0,0,,,,,Mesurées,3,Non,,,,,Malveillance,1,0.285714286,0.3076613607701008,0.30992375228871355
2022,2619,71,71164,Curtil-sous-Burnand,8/3/22 8:00,5,0,,5,,,5,0,0,0,Estimées,,,,,,,Malveillance,1,0.123595506,0.27872389068628767,0.1397092534026662
2024,28837,7,7093,Genestelle,3/22/24 14:59,8000,0,8000,0,0,0,,,,,Estimées,5,Non,,,,,Involontaire (travaux),0,0.095238095,0.31490475140545904,0.24518354128000344
2024,22870,13,13063,Miramas,8/4/24 18:53,20,20,0,0,0,0,,,,,Mesurées,1,Non,,,,,Involontaire (particulier),0,0.234375,0.31679815278986445,0.26088664744546375
2023,3318,2B,2B182,Occhiatana,6/20/23 21:29,30,0,30,0,0,0,,,,,Estimées,,Non,,,,,Malveillance,1,0.3,0.3484167878044167,0.673130211
2022,7330,61,61129,Courgeon,5/13/22 15:20,8000,0,,8000,,,8000,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.982300885,0.5338248684341479,0.9349427363494681
2023,6775,13,13041,Gardanne,7/26/23 19:00,10,10,0,0,0,0,,,,,Estimées,1,Non,,,,,Accidentelle,0,0.392857143,0.30314131869606165,0.17887863466470938
2022,11610,33,33300,Naujac-sur-Mer,6/19/22 5:45,10000,10000,,0,,,0,,,0,Estimées,,Non,,,,,Naturelle,0,0.194444444,0.2823885497319893,0.22525580548593513
2023,20003,33,33205,Illats,8/14/23 8:07,1000,1000,,0,0,0,,,,,Estimées,,Non,0,0,0,,Accidentelle,0,0.106382979,0.23622908940706266,0.20906022213983833
2023,3726,11,11053,Brugairolles,2/20/23 17:09,200,0,200,0,0,0,,,,,Mesurées,,Non,,,,,Involontaire (travaux),0,0.170731707,0.32009469082197467,0.2775099672259729
2022,18186,2A,2A174,Murzo,8/8/22 17:54,100,100,,,,,,,,,,4,,,,,,Naturelle,0,0.074626866,0.3139924290075075,0.21493347066694746
2022,5595,974,97404,L'Étang-Salé,11/8/22 14:10,14566,14566,,0,,,0,0,0,0,Mesurées,,,,,,,Malveillance,1,0.070422535,0.2922172342445868,0.2648249788936817
2023,17343,40,40221,Perquie,9/11/23 22:19,10,10,,0,0,0,,,,,Estimées,,Non,0,0,0,,Naturelle,0,0,0.21374802283499839,0.11924301176903504
2022,18942,13,13103,Salon-de-Provence,8/12/22 16:58,50,50,,,,,,,,,,1,,,,,,Accidentelle,0,0.051724138,0.31134744254949753,0.19659109918512382
2024,21253,13,13043,Gignac-la-Nerthe,7/15/24 15:36,20,20,0,0,0,0,,,,,Estimées,1,Non,,,,,Involontaire (particulier),0,0.076923077,0.2906705026826085,0.17133966332215447
2022,15818,83,83072,Lorgues,5/29/22 19:02,2,2,,,,,,,,,,4,,,,,,Involontaire (travaux),0,0.175824176,0.30980300247280246,0.16055151530546177
2023,11361,2B,2B013,Alzi,10/22/23 13:01,8000,5000,3000,0,0,0,,,,,Estimées,2,Non,,,,,Malveillance,1,0.815789474,0.37704955296323284,0.778120879
2022,17056,66,66039,Caramany,2/5/22 12:36,10000,,10000,,,,,,,,,1,,,,,,Involontaire (particulier),0,0.425925926,0.35223841242524373,0.5218587284670951
2022,13606,2B,2B354,Vivario,1/5/22 11:10,10000,10000,,,,,,,,,,5,,,,,,Malveillance,1,0.048780488,0.37767240584901757,0.7953169691235784
2022,7279,61,61294,Mortrée,7/17/22 14:52,500,0,,500,,,500,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.957446809,0.5338248684341479,0.9349427363494681
2023,14685,66,66166,Sahorre,10/31/23 9:07,800,800,0,0,0,0,,,,,Estimées,,Non,,,,,Naturelle,0,0.023809524,0.31131357429301565,0.37286721156725416
2023,3307,56,56009,Bangor,6/21/23 13:22,15000,15000,,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (travaux),0,0.465116279,0.30481803654594414,0.20737967036144594
2022,18944,13,13040,Fuveau,8/12/22 14:56,100,100,,,,,,,,,,1,,,,,,Accidentelle,0,0.107142857,0.3104718634600625,0.21493347066694746
2022,14270,13,13071,Les Pennes-Mirabeau,3/28/22 0:44,500,500,,,,,,,,,,1,,,,,,Malveillance,1,0.166666667,0.31446875099376087,0.2455564482412517
2022,282,41,41032,Chailles,4/3/22 13:28,30,0,,30,,,30,0,0,0,Estimées,,,,,,,Involontaire (particulier),0,0.012345679,0.28894240037370306,0.1397092534026662
2022,7319,61,61427,Saint-Martin-l'Aiguillon,6/16/22 14:41,5000,0,,5000,,,5000,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.924528302,0.5798953711542795,0.9349427363494681
2023,21751,83,83032,Carcès,8/12/23 21:02,1,1,0,0,0,0,,,,,Estimées,,Non,,,,Données partielles ou non valides,Involontaire (particulier),0,0.150943396,0.3021051525027196,0.2941841466354704
2022,19112,13,13022,Cassis,7/27/22 15:32,2900,2900,,,,,,,,,,1,,,,,,Involontaire (particulier),0,0.24137931,0.3171021270074186,0.2455564482412517
2023,8560,13,13051,Lançon-Provence,8/16/23 17:02,50,50,0,0,0,0,,,,,Mesurées,1,Non,,,,,Involontaire (travaux),0,0.176470588,0.3045049525716479,0.24340966411677892
2022,18167,83,83039,Châteauvert,8/15/22 10:48,20,20,,,,,,,,,,3,,,,,,Naturelle,0,0.098360656,0.30945904155326565,0.16055151530546177
2023,1274,13,13047,Istres,1/25/23 13:26,60,60,0,0,0,0,,,,,Estimées,1,Non,,,,,Accidentelle,0,0.111111111,0.3045875496096921,0.18624109314463974
2022,7194,61,61460,Sap-en-Auge,8/5/22 18:57,200000,0,,200000,,,200000,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.984126984,0.5338248684341479,0.9349427363494681
2023,14219,66,66008,Argelès-sur-Mer,4/21/23 10:02,5,0,5,0,0,0,,,,,Estimées,,Non,,,,,Malveillance,1,0.053571429,0.3143649533472418,0.26283539188806065
2022,2052,29,29207,Plourin-lès-Morlaix,6/9/22 15:55,300,0,,300,,,300,0,0,0,Estimées,,,,,,,Accidentelle,0,0.058823529,0.3141544408709526,0.19589930753968451
2022,16320,30,30296,Saint-Roman-de-Codières,7/9/22 17:57,84,84,,,,,,,,,,3,,,,,,Accidentelle,0,0.181818182,0.3128761894393411,0.21493347066694746
2022,15792,13,13060,Meyreuil,1/12/22 14:57,400,400,,,,,,,,,,1,,,,,,Involontaire (particulier),0,0.230769231,0.31470124595014987,0.2455564482412517
2022,508,46,46187,Mauroux,5/29/22 19:12,5000,0,,5000,,,5000,0,0,0,Estimées,,,,,,,Involontaire (particulier),0,0.059405941,0.31272982134462096,0.19589930753968451
2024,21234,13,13001,Aix-en-Provence,7/9/24 18:38,500,500,0,0,0,0,,,,,Mesurées,1,Non,,,,,Involontaire (travaux),0,0.3,0.30406510029180117,0.28884692
2023,3738,11,11203,Lézignan-Corbières,3/31/23 15:58,600,600,0,0,0,0,,,,,Mesurées,,Non,,,,,Accidentelle,0,0.355555556,0.31196295,0.2775099672259729
2023,21484,83,83108,La Roquebrussanne,4/2/23 16:22,10,0,10,0,0,0,,,,,Estimées,,Non,0,0,0,Données partielles ou non valides,Naturelle,0,0.042857143,0.2439033051116381,0.14478935016814082
2022,14245,4,4187,Saint-Lions,4/12/22 15:50,150,150,,,,,,,,,,,,,,,,Involontaire (particulier),0,0.12371134,0.30086892860896003,0.14597731413109927
2023,21665,83,83008,Bagnols-en-Forêt,7/14/23 13:42,50,0,50,0,0,0,,,,,Estimées,1,Non,,,,Données partielles ou non valides,Accidentelle,0,0.353658537,0.3190821770750451,0.18709997631363032
2022,15195,13,13110,Trets,6/1/22 16:05,1600,1600,,,,,,,,,,1,,,,,,Involontaire (travaux),0,0.137254902,0.3171021270074186,0.2455564482412517
2024,520,34,34277,Saint-Maurice-Navacelles,2/4/24 10:19,30519,0,30519,0,0,0,,,,,Mesurées,,Non,,,,,Involontaire (travaux),0,0.639175258,0.34884759801486703,0.47411192153800674
2023,21467,83,83068,Grimaud,3/25/23 9:32,20,0,20,0,0,0,,,,,Estimées,,Non,0,0,0,Données partielles ou non valides,Involontaire (particulier),0,0.040816327,0.2351729773082555,0.14478935016814082
2024,18772,2B,2B073,Casamaccioli,3/23/24 11:59,800000,0,800000,0,0,0,,,,,Estimées,1,Non,,,,,Malveillance,1,0.487179487,0.37166882027601195,0.7619481023119873
2022,11421,33,33225,Landiras,7/12/22 16:31,125520000,125520000,,0,,,0,0,0,0,Mesurées,,Non,,,,,Malveillance,1,0.441176471,0.29738151487739867,0.26432722484234394
2024,22800,13,13001,Aix-en-Provence,8/17/24 12:20,560,560,0,0,0,0,,,,,Mesurées,1,Non,,,,,Accidentelle,0,0.117647059,0.30406510029180117,0.30992375228871355
2023,115,6,6077,Lucéram,2/11/23 23:14,2000,0,2000,0,0,0,,,,,Estimées,,Non,,,,,Accidentelle,0,0.657142857,0.3307547878207419,0.217407522
2022,16667,4,4210,Soleilhas,1/2/22 17:39,1500,1500,,,,,,,,,,,,,,,,Involontaire (travaux),0,0.139240506,0.30086892860896003,0.14597731413109927
2022,2498,81,81027,Belleserre,7/30/22 17:55,110000,0,,10000,,,10000,0,100000,100000,Estimées,,,,,,,Malveillance,1,0.21192053,0.3334332733466394,0.19589930753968451
2022,18373,34,34281,Saint-Pargoire,7/12/22 18:17,1478,1478,,,,,,,,,,1,,,,,,Malveillance,1,0.282608696,0.3439139511873443,0.424637845
2022,15543,34,34072,Celles,6/6/22 15:30,12500,12500,,,,,,,,,,1,,,,,,Malveillance,1,0.230769231,0.3439139511873443,0.424637845
2022,17705,34,34221,Puéchabon,7/26/22 21:50,154863,,154863,,,,,,,,,1,,,,,,Malveillance,1,0.621621622,0.3510105402450436,0.46716847005588513
2022,7123,61,61474,Gouffern en Auge,9/17/22 18:39,3000,0,,3000,,,3000,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.991071429,0.5511889472514008,0.9349427363494681
2023,14068,66,66019,Bélesta,3/10/23 15:42,10,0,10,0,0,0,,,,,Estimées,,Non,,,,,Malveillance,1,0.112903226,0.31047074044213174,0.26283539188806065
2022,18814,13,13103,Salon-de-Provence,6/22/22 17:27,1500,1500,,,,,,,,,,1,,,,,,Involontaire (particulier),0,0,0.3171021270074186,0.2455564482412517
2023,86,6,6157,Vence,2/1/23 11:34,180900,0,180900,0,0,0,,,,,Mesurées,1,Non,,,,,Malveillance,1,0.617977528,0.3315392306027657,0.2775099672259729
2024,19332,13,13045,Graveson,4/13/24 17:01,30,30,0,0,0,0,,,,,Estimées,1,Non,,,,,Involontaire (particulier),0,0.196078431,0.29646974769548357,0.17133966332215447
2022,15582,13,13110,Trets,6/12/22 15:57,500,500,,,,,,,,,,1,,,,,,Involontaire (travaux),0,0.324324324,0.3171021270074186,0.2455564482412517
2023,11507,2A,2A212,Piana,4/27/23 13:44,300,0,300,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0,0.38,0.31607243166421345,0.22706079406440566
2024,22766,13,13005,Aubagne,9/4/24 14:02,2,2,0,0,0,0,,,,,Mesurées,1,Non,,,,,Naturelle,0,0.285714286,0.30419875275925506,0.21721786280730168
2023,1342,2B,2B213,Pianello,3/28/23 13:06,63000,0,63000,0,0,0,,,,,Estimées,1,Non,,,,,Malveillance,1,0.654545455,0.3815156641730899,0.7683278364582558
2023,6127,5,5182,Villar-Loubière,7/19/23 11:37,4,4,0,0,0,0,,,,,Mesurées,,Non,,,,,Naturelle,0,0.151515152,0.3079534014461757,0.20025954849092215
2022,21895,5,5022,Bréziers,2/7/22 12:21,9600,8300,1300,,,,,,,,,5,,,,,,Malveillance,1,0.211864407,0.3254063627128001,0.27884340412605285
2022,2096,71,71155,Cronat,7/25/22 14:54,100,0,,100,,,100,0,0,0,Estimées,,,,,,,Malveillance,1,0.04950495,0.279963731,0.16889999486420046
2022,19929,13,13079,Puyloubier,10/26/22 12:07,15000,15000,,,,,,,,,,1,,,,,,Involontaire (travaux),0,0.204301075,0.3171021270074186,0.2455564482412517
2022,16026,11,11253,Montolieu,6/17/22 15:00,10400,,,,,,,,,,,,,,,,,Involontaire (travaux),0,0.096774194,0.3136704201534329,0.2455564482412517
2023,3744,11,11379,Sigean,4/12/23 0:27,300,100,200,0,0,0,,,,,Mesurées,,Non,,,,,Accidentelle,0,0.137931034,0.3099155752271797,0.2775099672259729
2024,20962,66,66063,Les Cluses,7/17/24 19:24,1000,1000,0,0,0,0,,,,,Estimées,,Non,,,,,Accidentelle,0,0.068493151,0.31120015950034696,0.4034554364165509
2023,7072,13,13041,Gardanne,8/4/23 23:15,10000,10000,0,0,0,0,,,,,Mesurées,1,Non,,,,,Malveillance,1,0.5,0.3139507959274782,0.29968636766709916
2023,3728,11,11435,Villerouge-Termenès,3/1/23 12:19,50,50,0,0,0,0,,,,,Mesurées,,Non,,,,,Involontaire (particulier),0,0.121212121,0.31030470025410645,0.38259298895570365
2023,1202,48,48041,Chastanier,3/24/23 15:06,10000,0,10000,0,0,0,,,,,Estimées,1,Non,,,,,Involontaire (travaux),0,0.234042553,0.3182356926079308,0.092827955
2022,14256,13,13005,Aubagne,3/26/22 15:12,120000,120000,,,,,,,,,,1,,,,,,Involontaire (particulier),0,0.226415094,0.3171021270074186,0.2455564482412517
2023,1345,2B,2B124,Ghisoni,3/30/23 10:49,20,20,0,0,0,0,,,,,Estimées,4,Non,,,,,Malveillance,1,0.151162791,0.3456433192425172,0.13747976973781179
2024,24942,11,11116,Cuxac-d'Aude,9/29/24 19:03,500,500,0,0,0,0,,,,,Mesurées,3,Non,,,,,Malveillance,1,0.356164384,0.3070363607701008,0.30992375228871355
2022,18504,11,11372,Salsigne,8/15/22 0:08,700,,,,,,,,,,,,,,,,,Malveillance,1,0.533333333,0.3136704201534329,0.2455564482412517
2022,7312,61,61491,Tourouvre au Perche,7/3/22 18:12,900,0,,900,,,900,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.922330097,0.5338248684341479,0.9349427363494681
2023,11181,11,11397,Trèbes,10/20/23 17:47,100,0,100,0,0,0,,,,,Mesurées,,Non,,,,,Involontaire (travaux),0,0.162790698,0.31385046821836016,0.24446009001533056
2022,7131,61,61117,Condé-sur-Sarthe,9/4/22 13:44,200000,0,,200000,,,200000,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.984375,0.5338248684341479,0.9349427363494681
2023,13224,48,48198,Villefort,12/25/23 14:12,9600,4000,0,5600,0,0,,,,,Mesurées,1,Non,,,,,Involontaire (particulier),0,0.206896552,0.3136621627217555,0.1234911234633029
2022,15638,48,48116,Pont de Montvert - Sud Mont Lozère,2/5/22 14:49,10000,,10000,,,,,,,,,1,,,,,,Involontaire (particulier),0,0.169230769,0.32100541262051935,0.11826197881634563
2023,1014,2B,2B352,Ville-di-Paraso,3/7/23 6:54,10000,0,10000,0,0,0,,,,,Estimées,,Non,,,,,Malveillance,1,0.78,0.34759991107543287,0.7683278364582558
2022,20015,2B,2B292,Sant'Andréa-di-Bozio,10/22/22 13:44,55000,,,,,,,,,,,1,,,,,,Malveillance,1,0.560606061,0.4497340621652652,0.7800433018602837
2023,8592,13,13067,Orgon,9/1/23 14:57,400,400,0,0,0,0,,,,,Estimées,1,Non,,,,,Involontaire (particulier),0,0.133333333,0.3148883224262329,0.2363522138126976
2024,28816,7,7139,Laviolle,8/23/24 14:01,500,500,0,0,0,0,,,,,Estimées,3,Non,,,,,Accidentelle,0,0.194805195,0.3037666209885278,0.24518354128000344
2023,21533,83,83141,Trans-en-Provence,4/18/23 10:27,150,0,150,0,0,0,,,,,Estimées,,Non,0,0,0,Données partielles ou non valides,Involontaire (particulier),0,0.290322581,0.24908620314923055,0.2025415492891806
2023,90,5,5173,Upaix,2/5/23 16:09,20,20,,,,,,,,,Estimées,5,Non,,,,,Involontaire (particulier),0,0.096774194,0.3084604936346358,0.14637707835444197
2022,14166,7,7215,Saint-Barthélemy-le-Meil,4/4/22 14:29,15000,,15000,,,,,,,,,1,,,,,,Involontaire (travaux),0,0.047058824,0.32660764136550635,0.27884340412605285
2023,21810,83,83118,Saint-Raphaël,9/13/23 14:22,40,0,40,0,0,0,,,,,Estimées,,Non,0,0,0,Données partielles ou non valides,Involontaire (travaux),0,0.170212766,0.23692389370524392,0.16538814853641645
2022,25,15,15045,Chaudes-Aigues,2/10/22 16:10,150000,150000,,0,,,0,0,0,0,Estimées,,,,,,,Involontaire (travaux),0,0.083333333,0.2869907474944498,0.19589930753968451
2024,28102,84,84026,Cadenet,8/18/24 21:13,600,600,0,0,0,0,,,,,Mesurées,,Non,,,,,Malveillance,1,0.175675676,0.3175315711059893,0.30992375228871355
2022,15656,48,48070,Grandrieu,3/24/22 15:34,10000,,10000,,,,,,,,,1,,,,,,Involontaire (travaux),0,0.163636364,0.32100541262051935,0.11826197881634563
2023,610,48,48096,Meyrueis,2/20/23 14:20,631000,0,631000,0,0,0,,,,,Estimées,1,Non,,,,,Involontaire (travaux),0,0.353658537,0.3182356926079308,0.092827955
2024,22310,11,11122,Douzens,8/2/24 2:23,10000,0,10000,0,0,0,,,,,Mesurées,,Non,,,,,Accidentelle,0,0.333333333,0.319461443,0.30992375228871355
2022,7212,61,61447,Saint-Pierre-du-Regard,7/30/22 18:17,200000,0,,200000,,,200000,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.992481203,0.5338248684341479,0.9349427363494681
2023,3691,11,11170,Gruissan,2/2/23 17:36,1,0,1,0,0,0,,,,,Mesurées,,Non,,,,,Involontaire (particulier),0,0.026666667,0.3135839305932165,0.18351262982944677
2023,17216,40,40075,Castets,2/10/23 17:04,50,50,,0,0,0,,,,,Estimées,,Non,0,0,0,,Involontaire (travaux),0,0.035087719,0.2180144796117095,0.13237479471417152
2022,21817,6,6153,Valdeblore,2/26/22 14:22,70000,30000,40000,,,,,,,,,4,,,,,,Involontaire (particulier),0,0.247191011,0.32375795190774775,0.27884340412605285
2022,18862,13,13098,Saint-Mitre-les-Remparts,7/5/22 15:32,700,700,,,,,,,,,,1,,,,,,Involontaire (particulier),0,0.180327869,0.3698854021731629,0.52166363
2024,28815,7,7296,Saint-Sernin,8/31/24 19:42,400,0,400,0,0,0,,,,,Estimées,5,Non,,,,,Involontaire (particulier),0,0.438016529,0.31224381188632105,0.24518354128000344
2024,19394,34,34235,Rosis,4/24/24 14:13,711,711,0,0,0,0,,,,,Mesurées,1,Non,,,,,Involontaire (travaux),0,0.344827586,0.34008816244199963,0.4794365443048461
2022,18688,66,66176,Saint-Hippolyte,8/2/22 15:39,10000,,,,,,,,,10000,,6,,,,,,Malveillance,1,0.871794872,0.34657706709608704,0.4788234333175916
2022,15742,26,26295,Saint-Barthélemy-de-Vals,6/19/22 13:56,110000,110000,,,,,,,,,,2,,,,,,Malveillance,1,0.551724138,0.3250556007293954,0.2455564482412517
2022,17703,34,34329,Vendres,7/26/22 18:10,138560,,138560,,,,,,,,,,,,,,,Malveillance,1,0.59375,0.34818250753673013,0.46716847005588513
2024,28921,19,19227,Saint-Mexant,3/23/24 15:12,400,400,,0,0,0,,,,,Estimées,,Non,0,0,0,,Involontaire (travaux),0,0.0625,0.2376553890161048,0.21759698430056282
2022,21668,2A,2A006,Alata,5/27/22 12:52,20,,20,,,,,,,,,,,,,,,Accidentelle,0,0.01,0.3074226499803303,0.1845097535160499
2023,7616,11,11144,Fitou,8/9/23 14:07,1000,1000,0,0,0,0,,,,,Mesurées,,Non,,,,,Accidentelle,0,0.25,0.31161775146967846,0.29968636766709916
2022,11391,33,33205,Illats,8/3/22 4:16,800,800,,0,,,0,,,0,Estimées,,Non,,,,,Accidentelle,0,0,0.28089074914547907,0.22525580548593513
2023,3701,11,11188,La Palme,2/15/23 15:27,800,0,800,0,0,0,,,,,Mesurées,,Non,,,,,Involontaire (particulier),0,0.31147541,0.3167368215636832,0.2775099672259729
2022,21742,30,30337,Vallabrix,8/7/22 16:59,15,,,,,,,,,,,,,,,,,Involontaire (travaux),0,0,0.30779815455789145,0.15998565891296343
2022,10831,40,40134,Labouheyre,6/1/22 11:49,30,30,,0,,,0,,,0,Estimées,,Non,,,,,Naturelle,0,0.028571429,0.2637076599483491,0.12962088249866055
2022,5701,56,56191,Réminiac,6/16/22 9:06,200,0,,200,,,200,0,0,0,Estimées,,,,,,,Involontaire (travaux),0,0.073170732,0.2876303573291312,0.22570255694792477
2023,7275,34,34187,Olargues,8/4/23 18:38,216,216,0,0,0,0,,,,,Mesurées,2,Non,,,,,Malveillance,1,0.724137931,0.35035901304856126,0.5080422612498566
2022,214,15,15175,Saint-Cernin,3/23/22 16:46,10000,0,,10000,,,10000,0,0,0,Estimées,,,,,,,Involontaire (travaux),0,0.083333333,0.3104877315166467,0.19589930753968451
2022,7316,61,61426,Saint-Martin-du-Vieux-Bellême,6/21/22 19:32,3000,0,,3000,,,3000,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,1,0.5466165788303481,0.9349427363494681
2022,18196,7,7217,Saint-Barthélemy-le-Plain,8/9/22 10:42,44000,44000,,,,,,,,,,3,,,,,,Accidentelle,0,0.295774648,0.31943712660275414,0.2455564482412517
2022,21844,7,7107,Jaujac,2/21/22 18:35,1000,1000,,,,,,,,,,4,,,,,,Accidentelle,0,0.204081633,0.3199820704229788,0.2455564482412517
2022,7262,61,61444,Saint-Philbert-sur-Orne,7/18/22 21:09,15000,0,,15000,,,15000,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.99137931,0.5338248684341479,0.9349427363494681
2022,2297,67,67425,Saint-Jean-Saverne,7/7/22 10:16,2,2,,0,,,0,0,0,0,Estimées,,,,,,,Involontaire (travaux),0,0.112676056,0.287113054,0.1397092534026662
2022,19699,13,13019,Cabriès,2/15/22 16:49,5,5,,,,,,,,,,1,,,,,,Involontaire (particulier),0,0.203703704,0.30571614178704876,0.16743286321944453
2024,25370,34,34162,Montagnac,12/20/24 17:55,3900,0,3900,0,0,0,,,,,Mesurées,1,Non,,,,,Malveillance,1,0.142857143,0.3617098315872489,0.5045535780903956
2022,16283,5,5140,Saint-Étienne-le-Laus,7/9/22 9:56,700,200,,,,,,,,500,,4,,,,,,Malveillance,1,0.376344086,0.309099175,0.2455564482412517
2024,22109,5,5061,Gap,8/22/24 8:00,20,20,0,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0,0.152542373,0.2930245786936671,0.21550175771533694
2023,4120,56,56034,Carnac,7/6/23 14:48,600,600,,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (travaux),0,0.537037037,0.30481803654594414,0.20737967036144594
2022,7288,61,61421,Saint-Mars-d'Égrenne,7/15/22 14:15,100000,0,,100000,,,100000,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,1,0.5746688980772077,0.9349427363494681
2024,19749,66,66205,Tautavel,6/13/24 15:45,500,0,500,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (travaux),0,0.144736842,0.3250029844059433,0.5484568143423507
2024,27207,2A,2A040,Bocognano,11/11/24 11:32,200,0,200,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0,0.2,0.30934581109699766,0.24518354128000344
2022,5722,976,97616,Sada,10/26/22 0:00,15000,0,,15000,,,15000,0,0,0,Estimées,,,,,,,Involontaire (travaux),0,0.227848101,0.2904458941010248,0.22570255694792477
2023,11038,5,5036,Châteauroux-les-Alpes,10/28/23 17:04,40,40,0,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0,0.152777778,0.3005401260716392,0.18646133494340927
2023,14079,66,66149,Prades,3/15/23 11:41,3000,3000,0,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0,0.095238095,0.3142096949481507,0.37286721156725416
2022,16193,5,5039,Aubessagne,6/23/22 21:06,3,3,0,,,,,,,0,,5,,,,,,Naturelle,0,0.293478261,0.3006586664931554,0.1928364706034992
2023,16111,84,84085,Murs,7/7/23 19:34,30,30,0,0,0,0,,,,,Estimées,,Non,,,,,Malveillance,1,0.131578947,0.33357295249700686,0.6210596962614126
2022,19286,2B,2B051,Cambia,9/15/22 15:12,8000,,,,,,,,,,,,,,,,,Malveillance,1,0.5,0.3625086583282724,0.7800433018602837
2023,11159,11,11261,Moux,10/28/23 1:33,50,50,0,0,0,0,,,,,Mesurées,,Non,,,,,Malveillance,1,0.154929577,0.3038862522365313,0.2243179074936439
2022,7217,61,61169,Flers,7/29/22 18:40,900,0,,900,,,900,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.886597938,0.5338248684341479,0.9349427363494681
2023,1824,2B,2B072,Casalta,4/19/23 12:16,4000,500,0,3500,0,0,,,,,Estimées,2,Non,,,,,Malveillance,1,0.276315789,0.3731463057389716,0.7683278364582558
